"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"SGEN","Seattle Genetics, Inc.","48.86","$7.73B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgen"
"EYES","Second Sight Medical Products, Inc.","1.62","$97M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyes"
"EYESW","Second Sight Medical Products, Inc.","0.72","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyesw"
"SECO","Secoo Holding Limited","10.51","$538.95M","2017","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/seco"
"SCWX","SecureWorks Corp.","10.78","$881.51M","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/scwx"
"SNFCA","Security National Financial Corporation","5.25","$87.46M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/snfca"
"SEIC","SEI Investments Company","63.35","$10.01B","1981","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/seic"
"SLCT","Select Bancorp, Inc.","13.17","$184.56M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/slct"
"SIR","Select Income REIT","19.32","$1.73B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sir"
"SELB","Selecta Biosciences, Inc.","11.92","$266.41M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/selb"
"SIGI","Selective Insurance Group, Inc.","60.65","$3.56B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sigi"
"SLS","SELLAS Life Sciences Group, Inc. ","5.3","$34.83M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sls"
"LEDS","SemiLEDS Corporation","4.73","$16.77M","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/leds"
"SMTC","Semtech Corporation","40.75","$2.71B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/smtc"
"SENEA","Seneca Foods Corp.","29.85","$290.71M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/senea"
"SENEB","Seneca Foods Corp.","28.8","$280.48M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/seneb"
"SNES","SenesTech, Inc.","0.443","$7.31M","2016","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/snes"
"SNH","Senior Housing Properties Trust","15.18","$3.61B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snh"
"SNHNI","Senior Housing Properties Trust","24.18","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snhni"
"SNHNL","Senior Housing Properties Trust","25.22","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snhnl"
"AIHS","Senmiao Technology Limited","7.3599","$187.68M","2018","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/aihs"
"SNMX","Senomyx, Inc.","1.14","$55.07M","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/snmx"
"SRTS","Sensus Healthcare, Inc.","5.87","$79.47M","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srts"
"SRTSW","Sensus Healthcare, Inc.","0.67","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srtsw"
"STNL","Sentinel Energy Services Inc.","9.6501","$416.16M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnl"
"STNLU","Sentinel Energy Services Inc.","10.0492","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnlu"
"STNLW","Sentinel Energy Services Inc.","1","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnlw"
"SQBG","Sequential Brands Group, Inc.","1.89","$119.73M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sqbg"
"MCRB","Seres Therapeutics, Inc.","7.7","$312.99M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mcrb"
"SREV","ServiceSource International, Inc.","3.9","$352.77M","2011","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/srev"
"SFBS","ServisFirst Bancshares, Inc.","43.04","$2.29B","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/sfbs"
"SSC","Seven Stars Cloud Group, Inc.","2.56","$176.29M","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/ssc"
"SVBI","Severn Bancorp Inc","7.5","$91.86M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/svbi"
"SGBX","SG Blocks, Inc.","4.59","$19.55M","2017","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/sgbx"
"SGOC","SGOCO Group, Ltd","1.04","$12.1M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sgoc"
"SEII","Sharing Economy International Inc.","3.18","$14.14M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/seii"
"SMED","Sharps Compliance Corp.","4.05","$65.13M","n/a","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/smed"
"SHSP","SharpSpring, Inc.","6.3","$53.21M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shsp"
"SHEN","Shenandoah Telecommunications Co","38.8","$1.92B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/shen"
"PIXY","ShiftPixy, Inc.","2.7","$77.76M","2017","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/pixy"
"SHLO","Shiloh Industries, Inc.","8.62","$201.23M","1993","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/shlo"
"TYHT","Shineco, Inc.","1.52","$38.33M","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/tyht"
"SHPG","Shire plc","160.76","$48.95B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/shpg"
"SCVL","Shoe Carnival, Inc.","24.75","$407.68M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/scvl"
"SHBI","Shore Bancshares Inc","18.67","$237.78M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shbi"
"SSTI","ShotSpotter, Inc.","28.68","$296.3M","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssti"
"SFLY","Shutterfly, Inc.","82.68","$2.74B","2006","Miscellaneous","Other Consumer Services","https://www.nasdaq.com/symbol/sfly"
"SIFI","SI Financial Group, Inc.","14.35","$175.68M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sifi"
"SIEB","Siebert Financial Corp.","8.28","$224.86M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/sieb"
"SNNA","Sienna Biopharmaceuticals, Inc.","19.67","$407.81M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snna"
"SIEN","Sientra, Inc.","13.29","$261.06M","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/sien"
"BSRR","Sierra Bancorp","28.49","$434.38M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bsrr"
"SRRA","Sierra Oncology, Inc.","1.95","$144.91M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srra"
"SWIR","Sierra Wireless, Inc.","17.5","$629.32M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/swir"
"SIFY","Sify Technologies Limited","1.96","$349.92M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sify"
"SIGA","SIGA Technologies Inc.","6.05","$478.19M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/siga"
"SIGM","Sigma Designs, Inc.","6.25","$247.35M","1986","Technology","Semiconductors","https://www.nasdaq.com/symbol/sigm"
"SGLB","Sigma Labs, Inc.","1.11","$5.55M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sglb"
"SGLBW","Sigma Labs, Inc.","0.52","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sglbw"
"SGMA","SigmaTron International, Inc.","6.655","$28.05M","1994","Technology","Electrical Products","https://www.nasdaq.com/symbol/sgma"
"SBNY","Signature Bank","129.93","$7.14B","2004","Finance","Major Banks","https://www.nasdaq.com/symbol/sbny"
"SBNYW","Signature Bank","98.31","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbnyw"
"SLGN","Silgan Holdings Inc.","28.8","$3.18B","1997","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/slgn"
"SILC","Silicom Ltd","36.3","$270.27M","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/silc"
"SLAB","Silicon Laboratories, Inc.","95.4","$4.12B","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/slab"
"SIMO","Silicon Motion Technology Corporation","48.17","$1.7B","2005","Technology","Semiconductors","https://www.nasdaq.com/symbol/simo"
"SAMG","Silvercrest Asset Management Group Inc.","15.55","$205.28M","2013","Finance","Investment Managers","https://www.nasdaq.com/symbol/samg"
"SSNT","SilverSun Technologies, Inc.","4","$17.98M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ssnt"
"SFNC","Simmons First National Corporation","30.35","$2.8B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sfnc"
"SLP","Simulations Plus, Inc.","17.65","$305.8M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/slp"
"SINA","Sina Corporation","93.21","$6.67B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sina"
"SBGI","Sinclair Broadcast Group, Inc.","28.9","$2.94B","1995","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/sbgi"
"SINO","Sino-Global Shipping America, Ltd.","1.1234","$13.97M","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/sino"
"SVA","Sinovac Biotech, Ltd.","7.83","$446.46M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sva"
"SIRI","Sirius XM Holdings Inc.","6.31","$28.27B","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/siri"
"SITO","SITO Mobile, Ltd.","3.91","$98.2M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/sito"
"SKYS","Sky Solar Holdings, Ltd.","1.25","$65.55M","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/skys"
"SKYW","SkyWest, Inc.","53.45","$2.79B","1986","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/skyw"
"SWKS","Skyworks Solutions, Inc.","88.4","$16.1B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/swks"
"SNBR","Sleep Number Corporation","29.02","$1.07B","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/snbr"
"SLM","SLM Corporation","11.8","$5.14B","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/slm"
"SLMBP","SLM Corporation","71","$284M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/slmbp"
"SGH","SMART Global Holdings, Inc.","41.22","$911.21M","2017","Technology","Semiconductors","https://www.nasdaq.com/symbol/sgh"
"SND","Smart Sand, Inc.","7.28","$298.02M","2016","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/snd"
"SMBK","SmartFinancial, Inc.","23.98","$269.39M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/smbk"
"SMSI","Smith Micro Software, Inc.","1.95","$35.56M","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/smsi"
"SMTX","SMTC Corporation","2.44","$41.71M","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/smtx"
"SRAX","Social Reality, Inc.","4.6","$46.41M","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/srax"
"SCKT","Socket Mobile, Inc.","2.9","$17.05M","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/sckt"
"SODA","SodaStream International Ltd.","94.59","$2.14B","2010","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/soda"
"SOHU","Sohu.com Inc.","29.05","$1.13B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sohu"
"SLRC","Solar Capital Ltd.","20.34","$859.59M","2010","n/a","n/a","https://www.nasdaq.com/symbol/slrc"
"SUNS","Solar Senior Capital Ltd.","16.8","$269.46M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/suns"
"SEDG","SolarEdge Technologies, Inc.","53","$2.38B","2015","Technology","Semiconductors","https://www.nasdaq.com/symbol/sedg"
"SLNO","Soleno Therapeutics, Inc.","1.8125","$35.32M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/slno"
"SLNOW","Soleno Therapeutics, Inc.","0.22","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/slnow"
"SLGL","Sol-Gel Technologies Ltd.","9.7","$183.55M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/slgl"
"SLDB","Solid Biosciences Inc.","13.42","$476.1M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sldb"
"SNGX","Soligenix, Inc.","1.66","$14.51M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sngx"
"SNGXW","Soligenix, Inc.","0.5888","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sngxw"
"SONC","Sonic Corp.","26.89","$999.1M","1991","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/sonc"
"SOFO","Sonic Foundry, Inc.","2.38","$11.17M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sofo"
"SNOA","Sonoma Pharmaceuticals, Inc.","3.81","$23.51M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snoa"
"SNOAW","Sonoma Pharmaceuticals, Inc.","0.3002","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snoaw"
"SPHS","Sophiris Bio, Inc.","2.24","$67.45M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sphs"
"SORL","SORL Auto Parts, Inc.","4.23","$81.66M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/sorl"
"SRNE","Sorrento Therapeutics, Inc.","6.25","$568.93M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/srne"
"SOHO","Sotherly Hotels Inc.","6.49","$91.65M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/soho"
"SOHOB","Sotherly Hotels Inc.","24.8","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sohob"
"SOHOO","Sotherly Hotels Inc.","24.85","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sohoo"
"SOHOK","Sotherly Hotels LP","26.05","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sohok"
"SFBC","Sound Financial Bancorp, Inc.","36.7","$92.64M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sfbc"
"SSB","South State Corporation","87.75","$3.23B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ssb"
"SFST","Southern First Bancshares, Inc.","46.3","$341.77M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sfst"
"SMBC","Southern Missouri Bancorp, Inc.","34.9","$313.15M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/smbc"
"SONA","Southern National Bancorp of Virginia, Inc.","15.87","$381.37M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sona"
"SBSI","Southside Bancshares, Inc.","35.3","$1.24B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbsi"
"SP","SP Plus Corporation","36.55","$827.38M","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/sp"
"SGRP","SPAR Group, Inc.","1.25","$25.72M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/sgrp"
"SPKE","Spark Energy, Inc.","11.95","$413.75M","2014","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/spke"
"SPKEP","Spark Energy, Inc.","23.51","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/spkep"
"ONCE","Spark Therapeutics, Inc.","77.12","$2.88B","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/once"
"SPAR","Spartan Motors, Inc.","17.25","$605.3M","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/spar"
"SPTN","SpartanNash Company","18.2","$657.63M","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/sptn"
"DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","24.56","$164.55M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwfi"
"SPPI","Spectrum Pharmaceuticals, Inc.","17.33","$1.78B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sppi"
"SPRO","Spero Therapeutics, Inc.","13.15","$60.51M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/spro"
"ANY","Sphere 3D Corp.","0.45","$5.75M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/any"
"SPEX","Spherix Incorporated","1.06","$6.67M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/spex"
"SPI","SPI Energy Co., Ltd.","0.4912","$35.62M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spi"
"SAVE","Spirit Airlines, Inc.","35.4","$2.42B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/save"
"SPLK","Splunk Inc.","100.92","$14.54B","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/splk"
"SPOK","Spok Holdings, Inc.","15.55","$311.29M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/spok"
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","5.23","$222.89M","2014","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/spwh"
"SBPH","Spring Bank Pharmaceuticals, Inc.","14.35","$186.03M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbph"
"FUND","Sprott Focus Trust, Inc.","7.71","$191.79M","n/a","Consumer Services","Miscellaneous","https://www.nasdaq.com/symbol/fund"
"SFM","Sprouts Farmers Market, Inc.","24.61","$3.27B","2013","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/sfm"
"SPSC","SPS Commerce, Inc.","65.21","$1.12B","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/spsc"
"SSNC","SS&C Technologies Holdings, Inc.","49.82","$10.35B","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssnc"
"SSLJ","SSLJ.com Limited","4.3892","$193.12M","2018","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/sslj"
"SSRM","SSR Mining Inc.","10.15","$1.22B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ssrm"
"STAA","STAAR Surgical Company","16.4","$679.25M","n/a","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/staa"
"STAF","Staffing 360 Solutions, Inc.","1.68","$6.91M","1996","Technology","Professional Services","https://www.nasdaq.com/symbol/staf"
"STMP","Stamps.com Inc.","223.3","$3.92B","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/stmp"
"SBLK","Star Bulk Carriers Corp.","12.17","$780.83M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sblk"
"SBLKZ","Star Bulk Carriers Corp.","25.5","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sblkz"
"SBUX","Starbucks Corporation","59.38","$83.46B","1992","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/sbux"
"STFC","State Auto Financial Corporation","31.11","$1.33B","1991","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/stfc"
"STBZ","State Bank Financial Corporation.","31.83","$1.24B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stbz"
"STDY","SteadyMed Ltd.","2.7","$71.75M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/stdy"
"GASS","StealthGas, Inc.","4.19","$167.02M","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/gass"
"STCN","Steel Connect, Inc.","1.99","$119.81M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/stcn"
"STLD","Steel Dynamics, Inc.","47.09","$11.12B","1996","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/stld"
"SMRT","Stein Mart, Inc.","1.96","$94.04M","1992","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/smrt"
"STLR","Stellar Acquisition III Inc.","10.3","$92.8M","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/stlr"
"STLRU","Stellar Acquisition III Inc.","10.85","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/stlru"
"STLRW","Stellar Acquisition III Inc.","0.455","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/stlrw"
"SBOT","Stellar Biotechnologies, Inc.","0.72","$7.57M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbot"
"STML","Stemline Therapeutics, Inc.","17.65","$533.21M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/stml"
"SRCL","Stericycle, Inc.","61.25","$5.24B","1996","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/srcl"
"SRCLP","Stericycle, Inc.","47.3","n/a","n/a","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/srclp"
"SBT","Sterling Bancorp, Inc.","12.96","$686.4M","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sbt"
"STRL","Sterling Construction Company Inc","11.11","$300.35M","n/a","Basic Industries","Military/Government/Technical","https://www.nasdaq.com/symbol/strl"
"SHOO","Steven Madden, Ltd.","48.05","$2.81B","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/shoo"
"SSFN","Stewardship Financial Corp","11.7","$101.5M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ssfn"
"SFIX","Stitch Fix, Inc.","20.73","$2.01B","2017","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/sfix"
"SYBT","Stock Yards Bancorp, Inc.","38.5","$874.54M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sybt"
"BANX","StoneCastle Financial Corp","21.701","$141.97M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/banx"
"SSKN","Strata Skin Sciences, Inc.","1.2662","$5.55M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/sskn"
"SSYS","Stratasys, Ltd.","19.48","$1.04B","1994","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ssys"
"HNDL","Strategy Shares Nasdaq 7HANDL Index ETF","23.91","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hndl"
"STRT","Strattec Security Corporation","33.025","$122.33M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/strt"
"STRS","Stratus Properties Inc.","31.45","$255.8M","n/a","Consumer Services","Homebuilding","https://www.nasdaq.com/symbol/strs"
"STRA","Strayer Education, Inc.","106.14","$1.18B","1996","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/stra"
"STRM","Streamline Health Solutions, Inc.","1.56","$31.18M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/strm"
"SBBP","Strongbridge Biopharma plc","7.4","$336.94M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbbp"
"STB","Student Transportation Inc","7.5","$713.84M","n/a","Transportation","Other Transportation","https://www.nasdaq.com/symbol/stb"
"SUMR","Summer Infant, Inc.","0.89","$16.58M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sumr"
"SMMF","Summit Financial Group, Inc.","25.61","$319.24M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/smmf"
"SSBI","Summit State Bank","14.35","$86.7M","2006","n/a","n/a","https://www.nasdaq.com/symbol/ssbi"
"SMMT","Summit Therapeutics plc","13.96","$228.67M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/smmt"
"SNHY","Sun Hydraulics Corporation","50.42","$1.59B","1997","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/snhy"
"SNDE","Sundance Energy Australia Limited","4.76","$65.57M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/snde"
"SNSS","Sunesis Pharmaceuticals, Inc.","2.8","$96.18M","2005","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snss"
"STKL","SunOpta, Inc.","6.95","$603.53M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/stkl"
"SPWR","SunPower Corporation","8.89","$1.25B","2005","Technology","Semiconductors","https://www.nasdaq.com/symbol/spwr"
"RUN","Sunrun Inc.","9.08","$978.19M","2015","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/run"
"SUNW","Sunworks, Inc.","0.93","$21.53M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/sunw"
"SMCI","Super Micro Computer, Inc.","17.7","$861.87M","2007","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/smci"
"SPCB","SuperCom, Ltd.","2.37","$35.4M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spcb"
"SCON","Superconductor Technologies Inc.","0.95","$11.34M","1993","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/scon"
"SGC","Superior Uniform Group, Inc.","26.62","$402.91M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sgc"
"SUPN","Supernus Pharmaceuticals, Inc.","47.6","$2.45B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/supn"
"SPRT","support.com, Inc.","2.71","$50.76M","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/sprt"
"SURF","Surface Oncology, Inc.","13.81","$381.12M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/surf"
"SGRY","Surgery Partners, Inc.","15.75","$775.65M","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sgry"
"SRDX","Surmodics, Inc.","38.05","$502.13M","1998","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srdx"
"SBBX","Sussex Bancorp","30.15","$239.08M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbbx"
"SIVB","SVB Financial Group","257.37","$13.61B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sivb"
"SYKE","Sykes Enterprises, Incorporated","29.62","$1.26B","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/syke"
"SYMC","Symantec Corporation","28.64","$17.8B","1989","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/symc"
